test,group1,job-type1,seq-type1,tool-1,rep-1,group2,job-type2,seq-type2,Tool,rep-2,Fractional distance
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,GRASP,5,0.14505494505494507
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,GRASP,5,0.05934065934065934
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,GRASP,5,0.10989010989010989
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,GRASP,5,0.14945054945054945
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.06153846153846154
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.1054945054945055
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.06593406593406594
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.14285714285714285
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.08791208791208792
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.06593406593406594
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.0967032967032967
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.07912087912087912
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.17362637362637362
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.07912087912087912
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.18681318681318682
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.10329670329670329
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.06153846153846154
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.08571428571428572
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.06153846153846154
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.14505494505494507
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.1934065934065934
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.14945054945054945
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.18681318681318682
10 fixed marginal,1,fixed,marginal,GRASP,5,10,fixed,marginal,PAML,5,0.09010989010989011
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.06373626373626373
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.09010989010989011
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.11208791208791209
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.13406593406593406
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.06593406593406594
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.14945054945054945
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.0989010989010989
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.14725274725274726
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.054945054945054944
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.12087912087912088
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.07032967032967033
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.11428571428571428
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.10329670329670329
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.07912087912087912
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.14285714285714285
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.08131868131868132
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.07252747252747253
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.07912087912087912
10 variable joint,1,fixed,marginal,GRASP,5,10,variable,joint,FastML,5,0.14945054945054945
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.06373626373626373
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.08791208791208792
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.12747252747252746
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.13406593406593406
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.06373626373626373
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.14945054945054945
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.0945054945054945
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.14725274725274726
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.05934065934065934
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.10989010989010989
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.06813186813186813
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.11208791208791209
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.0967032967032967
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.07252747252747253
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.14285714285714285
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.08791208791208792
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.07692307692307693
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.07472527472527472
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,FastML,5,0.14725274725274726
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.06153846153846154
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.08791208791208792
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.0989010989010989
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.16263736263736264
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.16483516483516483
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.14725274725274726
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.07472527472527472
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.07692307692307693
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.07912087912087912
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.11208791208791209
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.07252747252747253
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.06373626373626373
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.1054945054945055
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.05934065934065934
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.06153846153846154
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.18681318681318682
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.18461538461538463
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.14505494505494507
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.06813186813186813
10 variable marginal,1,fixed,marginal,GRASP,5,10,variable,marginal,PAML,5,0.12747252747252746
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.05934065934065934
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.12967032967032968
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.07032967032967033
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.06593406593406594
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.1010989010989011
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.07912087912087912
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.13406593406593406
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.09010989010989011
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.041758241758241756
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.15604395604395604
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.05054945054945055
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.08131868131868132
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.07912087912087912
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.06593406593406594
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.13846153846153847
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.054945054945054944
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.03736263736263736
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.07472527472527472
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.046153846153846156
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,FastML,5,0.07472527472527472
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.041758241758241756
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.09010989010989011
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.05934065934065934
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.04835164835164835
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.07032967032967033
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.07472527472527472
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.12307692307692308
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.12087912087912088
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.07472527472527472
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.14505494505494507
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.11868131868131868
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.07472527472527472
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.035164835164835165
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.035164835164835165
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.06373626373626373
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.06813186813186813
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.06593406593406594
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.06813186813186813
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.0989010989010989
5 fixed joint,1,fixed,marginal,GRASP,5,5,fixed,joint,GRASP,5,0.05054945054945055
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.06593406593406594
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.12527472527472527
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.06593406593406594
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.06813186813186813
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.0967032967032967
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.08131868131868132
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.12087912087912088
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.0945054945054945
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.035164835164835165
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.15164835164835164
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.05054945054945055
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.07912087912087912
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.07692307692307693
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.07252747252747253
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.12967032967032968
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.05714285714285714
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.03736263736263736
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.07252747252747253
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.03956043956043956
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,FastML,5,0.07472527472527472
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.12527472527472527
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.0989010989010989
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.06373626373626373
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.11648351648351649
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.11868131868131868
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.06153846153846154
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.04835164835164835
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.03296703296703297
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.07912087912087912
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.07032967032967033
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.06593406593406594
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.041758241758241756
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.03736263736263736
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.07252747252747253
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.14505494505494507
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.06373626373626373
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.07252747252747253
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.0989010989010989
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.06373626373626373
5 fixed marginal,1,fixed,marginal,GRASP,5,5,fixed,marginal,GRASP,5,0.046153846153846156
