test,Tool,rep_1,tool_2,rep_2,Fractional distance
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1912087912087912
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.06373626373626373
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18021978021978022
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16923076923076924
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17802197802197803
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14285714285714285
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1824175824175824
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17362637362637362
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.189010989010989
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13406593406593406
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1824175824175824
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1978021978021978
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1934065934065934
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1912087912087912
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16923076923076924
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.08351648351648351
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1956043956043956
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12307692307692308
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17582417582417584
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.26153846153846155
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2571428571428571
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.26373626373626374
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2923076923076923
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18021978021978022
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.27472527472527475
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2879120879120879
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2725274725274725
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.26593406593406593
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.3032967032967033
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2725274725274725
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.25054945054945055
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1956043956043956
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.26593406593406593
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.3032967032967033
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.3120879120879121
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2549450549450549
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2725274725274725
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.26153846153846155
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2571428571428571
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.29010989010989013
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.27912087912087913
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2967032967032967
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.25054945054945055
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.3098901098901099
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.27472527472527475
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2043956043956044
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2879120879120879
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2725274725274725
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.26593406593406593
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.3054945054945055
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2571428571428571
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12747252747252746
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13846153846153847
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12967032967032968
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12967032967032968
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17362637362637362
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1978021978021978
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12967032967032968
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.017582417582417582
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11428571428571428
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.0989010989010989
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13406593406593406
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13626373626373625
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11428571428571428
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13186813186813187
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15824175824175823
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.11208791208791209
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.10329670329670329
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.11648351648351649
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.02857142857142857
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.10989010989010989
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13406593406593406
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18021978021978022
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14065934065934066
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1076923076923077
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13626373626373625
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12087912087912088
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.11648351648351649
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.11208791208791209
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.0989010989010989
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.10329670329670329
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17362637362637362
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12087912087912088
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17802197802197803
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11648351648351649
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.22637362637362637
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.23296703296703297
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2021978021978022
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2087912087912088
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17362637362637362
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.23516483516483516
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2549450549450549
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17802197802197803
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.189010989010989
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2175824175824176
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17582417582417584
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.23296703296703297
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.23736263736263735
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.11208791208791209
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16703296703296702
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.20659340659340658
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.210989010989011
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13846153846153847
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.23736263736263735
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18021978021978022
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1824175824175824
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2021978021978022
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.26373626373626374
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18681318681318682
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.27912087912087913
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.27912087912087913
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2087912087912088
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1978021978021978
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18681318681318682
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.23956043956043957
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.24395604395604395
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.23956043956043957
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1824175824175824
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1956043956043956
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.24835164835164836
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.22637362637362637
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.24835164835164836
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.27692307692307694
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2021978021978022
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.26373626373626374
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1934065934065934
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.24615384615384617
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.26593406593406593
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1978021978021978
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18021978021978022
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.23736263736263735
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.27912087912087913
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2549450549450549
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2681318681318681
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.22417582417582418
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18681318681318682
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1912087912087912
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1956043956043956
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18681318681318682
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.26373626373626374
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1912087912087912
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.24395604395604395
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17582417582417584
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18461538461538463
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18021978021978022
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.22417582417582418
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17362637362637362
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13406593406593406
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11868131868131868
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17582417582417584
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17582417582417584
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.18681318681318682
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12087912087912088
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.01098901098901099
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1824175824175824
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14285714285714285
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1824175824175824
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14065934065934066
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13846153846153847
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1054945054945055
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1076923076923077
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.21318681318681318
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12307692307692308
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13846153846153847
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16703296703296702
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13186813186813187
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.05054945054945055
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17802197802197803
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.03076923076923077
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1934065934065934
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16923076923076924
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14285714285714285
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15824175824175823
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1956043956043956
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.22857142857142856
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16703296703296702
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16923076923076924
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.17802197802197803
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1934065934065934
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.20659340659340658
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.015384615384615385
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16923076923076924
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18681318681318682
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15824175824175823
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.2087912087912088
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12967032967032968
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15824175824175823
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14285714285714285
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16703296703296702
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1010989010989011
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1010989010989011
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.017582417582417582
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13406593406593406
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.0989010989010989
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13406593406593406
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15824175824175823
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.13626373626373625
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.006593406593406593
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14285714285714285
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12747252747252746
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16703296703296702
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.0945054945054945
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13626373626373625
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11868131868131868
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11208791208791209
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13846153846153847
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17142857142857143
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12967032967032968
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11428571428571428
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12087912087912088
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13186813186813187
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.13406593406593406
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.07032967032967033
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.008791208791208791
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16703296703296702
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.1054945054945055
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.12967032967032968
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1054945054945055
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.07692307692307693
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1010989010989011
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.12527472527472527
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.1054945054945055
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14725274725274726
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.11868131868131868
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.10989010989010989
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15384615384615385
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.0989010989010989
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.14505494505494507
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.15164835164835164
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.11648351648351649
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.017582417582417582
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.14945054945054945
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17362637362637362
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17802197802197803
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17802197802197803
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.11868131868131868
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.22197802197802197
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.17362637362637362
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16483516483516483
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2571428571428571
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.2087912087912088
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16043956043956045
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.21978021978021978
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.15604395604395604
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.25054945054945055
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.27692307692307694
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16923076923076924
20 fixed joint,PAML,repeat_1,FastML,repeat_1,0.16263736263736264
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18021978021978022
20 fixed joint,PAML,repeat_1,GRASP,repeat_1,0.18461538461538463
